bigrama,tfidf_falso,tfidf_verdadeiro,diferenca
lideres partidos,7.382704582438503e-05,7.182917014169245e-05,1.9978756826925787e-06
lideres pmdb,0.0002459000514332,0.0,0.0002459000514332
lideres politicos,0.0,0.0001191154379762,-0.0001191154379762
lidice mata,9.368567682695576e-05,0.0001277293492778,-3.4043672450924004e-05
ligacao lula,3.1674323457439634e-05,5.645821424129217e-05,-2.478389078385253e-05
ligacao ministro,4.613001572161277e-05,0.0,4.613001572161277e-05
ligacao telefonica,0.0001893887091688,4.2856478136155856e-05,0.0001465322310327
ligacoes celular,8.571362460197649e-05,0.0,8.571362460197649e-05
ligacoes mensagens,4.381914317729776e-05,2.6826605710390136e-05,1.6992537466907622e-05
ligacoes telefonicas,9.151884700791206e-05,9.286271519959706e-05,-1.3438681916849975e-06
ligada diretamente,8.660767592886582e-05,0.0,8.660767592886582e-05
ligada grupo,4.77932514006616e-05,3.1571274674226865e-05,1.622197672643473e-05
ligada omidyar,3.260528164249034e-05,0.0,3.260528164249034e-05
ligadas diretamente,0.0001062155981854,0.0,0.0001062155981854
ligadas grupo,5.346152068085108e-05,4.398554135575834e-05,9.475979325092734e-06
ligadas narcotrafico,7.121608309692759e-05,0.0,7.121608309692759e-05
ligadas pt,0.0001410707773432,0.0,0.0001410707773432
ligadas trafico,7.71047145612504e-05,0.0,7.71047145612504e-05
ligado aecio,0.0,6.601518380976442e-05,-6.601518380976442e-05
ligado ex,4.5037081356277146e-05,0.0001551971033865,-0.0001101600220302
ligado lula,9.614505138764964e-05,0.0,9.614505138764964e-05
ligado ministerio,4.4584726987052885e-05,9.750596561164924e-05,-5.292123862459636e-05
ligado movimento,4.709550750670604e-05,6.070781380400254e-05,-1.3612306297296496e-05
ligado odebrecht,9.546574054064818e-05,4.692883475379411e-05,4.853690578685407e-05
ligado pt,2.9143157885702168e-05,6.0241074628820005e-05,-3.109791674311784e-05
ligados aecio,4.6123976694695e-05,0.0001143213498262,-6.819737313156553e-05
ligados cargo,0.0,6.154829042417375e-05,-6.154829042417375e-05
ligados direitos,0.0,0.0001249312360167,-0.0001249312360167
ligados estado,3.3086926573154305e-05,7.286020428231272e-05,-3.977327770915842e-05
ligados partido,7.879656323577698e-05,0.0,7.879656323577698e-05
ligados pt,0.0001755092777323,3.316548705271237e-05,0.0001423437906796
ligar sozinhos,4.657269857294572e-05,0.0,4.657269857294572e-05
ligassem deputado,0.0001310879426945,0.0,0.0001310879426945
liguei la,6.666780589150958e-05,0.0,6.666780589150958e-05
likes facebook,0.0001031930782179,0.0,0.0001031930782179
likes maioria,5.8122745995680495e-05,0.0,5.8122745995680495e-05
lils acordo,5.417605659134965e-05,0.0,5.417605659134965e-05
lils empresa,3.970763882968917e-05,3.293899521834966e-05,6.76864361133951e-06
lils palestras,0.0001829184445413,0.0001661525419403,1.6765902600940894e-05
lils serviram,5.417605659134965e-05,0.0,5.417605659134965e-05
lima afirmou,0.0,0.0001144572699552,-0.0001144572699552
lima ba,0.0,5.494171888986614e-05,-5.494171888986614e-05
lima braco,4.613001572161277e-05,0.0,4.613001572161277e-05
lima desde,0.0,7.913374994299722e-05,-7.913374994299722e-05
lima disse,5.10233851974718e-05,6.407181469739424e-05,-1.3048429499922438e-05
lima duarte,0.000178307739989,7.43396766498571e-05,0.0001039680633391
lima estao,0.0,8.395763237194456e-05,-8.395763237194456e-05
lima ex,6.206974453648135e-05,0.0002932347969065,-0.0002311650523701
lima filho,4.135757670021835e-05,0.0001052414392574,-6.388386255722715e-05
lima forca,4.123962101906965e-05,4.196893423476106e-05,-7.29313215691406e-07
lima integra,0.0,7.95281199535773e-05,-7.95281199535773e-05
lima ministro,8.59203006082254e-05,4.16551749914575e-05,4.426512561676789e-05
lima nao,0.0,6.628103953423285e-05,-6.628103953423285e-05
lima pmdb,0.0001797195883541,0.0002802826136277,-0.0001005630252736
lima presidente,0.0,8.649655588937101e-05,-8.649655588937101e-05
lima procurador,9.12369376286491e-05,2.861681691438656e-05,6.262012071426254e-05
lima publicou,6.997319912552033e-05,0.0,6.997319912552033e-05
lima sao,7.416943504248487e-05,0.0,7.416943504248487e-05
lima secretaria,6.850928769022447e-05,0.0001427913862023,-7.428209851212235e-05
lima secretario,6.947901299094238e-05,2.8965279515012523e-05,4.051373347592985e-05
lima silva,6.969234822783572e-05,0.0,6.969234822783572e-05
lima vai,5.591507525595349e-05,0.0,5.591507525595349e-05
liminar contra,0.0001477516725455,5.147685356809996e-05,9.62748189774064e-05
liminar decisao,0.0,0.0002594902241812,-0.0002594902241812
liminar defesa,0.0,5.696893609721346e-05,-5.696893609721346e-05
liminar determinar,4.465798282213863e-05,4.470752603683417e-05,-4.954321469554149e-08
liminar juiz,0.0001643992324436,0.0,0.0001643992324436
liminar ministro,0.0001442000894223,0.0002869575186725,-0.0001427574292501
liminar pode,0.0,5.44613269717769e-05,-5.44613269717769e-05
liminar provisoria,2.2398993151859253e-05,0.0002806287840661,-0.0002582297909142
liminar seis,0.0,6.881326104181027e-05,-6.881326104181027e-05
liminar suspende,5.674240389853828e-05,9.49038937804491e-05,-3.816148988191082e-05
liminar suspendendo,8.459780392805263e-05,0.0,8.459780392805263e-05
liminar suspender,0.0001333589701953,0.0,0.0001333589701953
liminarmente suspensao,0.0,7.751699534248838e-05,-7.751699534248838e-05
limita apenas,8.521111589563358e-05,3.883646484667973e-05,4.637465104895385e-05
limita gastos,0.0,0.0001763818091546,-0.0001763818091546
limite distingue,5.068441318211821e-05,3.762799458847047e-05,1.305641859364774e-05
limite extremo,0.0001040853163537,0.0,0.0001040853163537
limite gastos,4.296332485051737e-05,0.0001112882479677,-6.832492311720519e-05
limite milhao,0.0,5.0556973273617626e-05,-5.0556973273617626e-05
limite proteger,7.539733844985482e-05,0.0,7.539733844985482e-05
limite voto,0.0,3.871089396200136e-05,-3.871089396200136e-05
limites ator,9.844270736662149e-05,0.0,9.844270736662149e-05
limites bom,0.0002214767745011,0.0,0.0002214767745011
limites constitucionais,0.0,6.901737028006843e-05,-6.901737028006843e-05
limites escolhemos,3.838428831039532e-05,2.638719331534369e-05,1.1997094995051634e-05
limites lula,8.16473589231029e-05,0.0,8.16473589231029e-05
limites nao,9.07638049892986e-05,0.0,9.07638049892986e-05
limites pessoa,0.0,5.9742633010404814e-05,-5.9742633010404814e-05
limites superficie,3.1623857735826245e-05,2.6024810441899077e-05,5.599047293927172e-06
limitou dizer,0.0,8.908265909996114e-05,-8.908265909996114e-05
limpeza politicos,8.884978885817106e-05,0.0,8.884978885817106e-05
limpeza seguranca,3.324537327415062e-05,4.6685524570270615e-05,-1.3440151296119994e-05
limpo nao,9.485656138246736e-05,0.0,9.485656138246736e-05
linchado populacao,7.701574154295339e-05,0.0,7.701574154295339e-05
lindberg farias,9.049488407742244e-05,4.254485719791345e-05,4.7950026879508974e-05
lindberg gleisi,0.0001529956399387,0.0,0.0001529956399387
lindbergh disse,8.141060603684359e-05,2.4766930739597345e-05,5.664367529724624e-05
lindbergh farias,0.0013184433230388,0.0002396097775619,0.0010788335454768
lindbergh nao,0.0001229153323858,0.0,0.0001229153323858
lingua amigo,4.2286291293923113e-05,0.0,4.2286291293923113e-05
lingua cultura,6.5046137575402e-05,6.55156968167424e-05,-4.695592413403959e-07
lingua inglesa,0.0,0.0001546686327771,-0.0001546686327771
lingua oficial,0.0002024005457562,0.0,0.0002024005457562
lingua portuguesa,0.0002878285868006,0.0001061371122136,0.0001816914745869
linguagem popular,7.328544084509978e-05,5.334749393196034e-05,1.993794691313944e-05
linguagem racional,0.0,3.871089396200136e-05,-3.871089396200136e-05
linha amarela,0.0,0.0001075990761742,-0.0001075990761742
linha comunicacao,2.9879149323245297e-05,4.610183599776528e-05,-1.6222686674519978e-05
linha continua,0.0,0.0001063606917608,-0.0001063606917608
linha credito,7.177836882994563e-05,3.3313046549230105e-05,3.846532228071553e-05
linha direta,3.8192227578656654e-05,2.44559963319677e-05,1.3736231246688956e-05
linha dura,0.0,0.0001036420822985,-0.0001036420822985
linha editorial,6.523496319826964e-05,0.0,6.523496319826964e-05
linha frente,0.0001664931087885,2.714433381676285e-05,0.0001393487749717
linha metro,8.087527707576545e-05,0.0,8.087527707576545e-05
linha ministro,3.844227464330457e-05,1.6951175826061638e-05,2.149109881724293e-05
linha predio,0.0,6.555564879325151e-05,-6.555564879325151e-05
linha segura,5.270407322462455e-05,4.8760655967743246e-05,3.9434172568813015e-06
linha sucessao,5.966731538331076e-05,7.680622192784653e-05,-1.7138906544535766e-05
linha sucessoria,0.0002694833485177,0.0002858496995581,-1.636635104045026e-05
linha telefonica,3.39117080106402e-05,6.412653305704622e-05,-3.0214825046406017e-05
linha tempo,0.0,0.0001363342968366,-0.0001363342968366
linhas credito,8.8941032448625e-05,3.4291419482088565e-05,5.464961296653644e-05
linhas gerais,7.106917784165378e-05,2.5961790863272143e-05,4.510738697838163e-05
linhas investigacao,3.9756453512421495e-05,7.770382208396068e-05,-3.794736857153918e-05
linhas metro,9.904592684435751e-05,0.0,9.904592684435751e-05
linhas onibus,0.0,0.0001839127404098,-0.0001839127404098
link abaixo,0.0,0.0003256975407586,-0.0003256975407586
link carta,3.904959728690451e-05,4.735727676677124e-05,-8.307679479866727e-06
link feito,3.786933830697543e-05,0.0,3.786933830697543e-05
link usuario,3.260528164249034e-05,0.0,3.260528164249034e-05
link vivo,0.0002307057067479,0.0,0.0002307057067479
lins silva,0.0001133932413682,7.119929808849227e-05,4.2193943279780085e-05
lionel messi,5.242359547725094e-05,5.726064223310811e-05,-4.837046755857169e-06
lira pb,0.0,0.0001076416061748,-0.0001076416061748
lira pmdb,0.000105006047155,0.0,0.000105006047155
lira pp,7.530265555531697e-05,0.0,7.530265555531697e-05
lirio parisotto,9.694723897343508e-05,0.0001326196956635,-3.5672456690158855e-05
lirio roupao,6.105913412532108e-05,0.0,6.105913412532108e-05
lista 100,2.571386533289644e-05,6.41075505779455e-05,-3.839368524504906e-05
lista 20,5.906908362915821e-05,4.856724173349832e-05,1.050184189565989e-05
lista 200,3.759748501564196e-05,4.1287238637607416e-05,-3.689753621965456e-06
lista abaixo,2.285615950929545e-05,0.0001081606395257,-8.530448001644727e-05
lista acordo,8.595430263307025e-05,0.0,8.595430263307025e-05
lista beneficiarios,9.54917446361818e-05,0.0,9.54917446361818e-05
lista completa,0.0,0.0002227223802439,-0.0002227223802439
lista compras,7.163286062098197e-05,8.826662944756727e-05,-1.6633768826585296e-05
lista contem,4.41204500962687e-05,9.11694984228474e-05,-4.70490483265787e-05
lista devedores,5.038133851834293e-05,5.021186015189333e-05,1.6947836644959948e-07
lista divulgada,3.623363985829628e-05,5.067628186721054e-05,-1.4442642008914267e-05
lista doacoes,6.82379241589708e-05,0.0,6.82379241589708e-05
lista ex,3.8690448241231625e-05,2.687085214172292e-05,1.1819596099508706e-05
lista fachin,5.3715175477634766e-05,0.0003281622125888,-0.0002744470371111
lista foca,6.68361437519806e-05,0.0,6.68361437519806e-05
lista inclui,5.107466490847009e-05,6.084512028236368e-05,-9.770455373893585e-06
lista investigados,3.55506324697401e-05,7.368674870510147e-05,-3.813611623536137e-05
lista janot,0.0004324296782945,0.0002125307250424,0.0002198989532521
lista lava,9.804838445735932e-05,0.0,9.804838445735932e-05
lista medidas,0.0,5.0556973273617626e-05,-5.0556973273617626e-05
lista negra,0.0001030791962611,0.0,0.0001030791962611
lista nomes,0.0002875942003952,2.7865168791669493e-05,0.0002597290316036
lista odebrecht,0.0001689331440192,4.684327529500004e-05,0.0001220898687242
lista paises,0.0,0.000155328992576,-0.000155328992576
lista passageiros,0.0001073681396321,5.5785521168979584e-05,5.158261846321742e-05
lista pessoas,0.0001586241623385,0.0,0.0001586241623385
lista politicos,2.44788686208249e-05,3.473630844956117e-05,-1.0257439828736268e-05
lista problemas,3.354707656723284e-05,3.492985297071219e-05,-1.382776403479351e-06
lista projetos,0.0,9.017539116834034e-05,-9.017539116834034e-05
lista publicada,8.8578445382557e-05,0.0,8.8578445382557e-05
lista sendo,6.68361437519806e-05,0.0,6.68361437519806e-05
lista sete,2.49195461026142e-05,5.715650556774053e-05,-3.223695946512632e-05
lista todos,6.091150647185586e-05,3.415641659929754e-05,2.675508987255832e-05
lista triplice,0.0,0.0001491682219842,-0.0001491682219842
listou 30,0.0,8.845890805571008e-05,-8.845890805571008e-05
listou algumas,0.0,0.0001994574578552,-0.0001994574578552
listou noticias,0.0,0.0005674958798474,-0.0005674958798474
listou opcoes,0.0,0.0002063475471427,-0.0002063475471427
litalia mi,2.7067897724310396e-05,0.0,2.7067897724310396e-05
literalmente acordo,8.571362460197649e-05,0.0,8.571362460197649e-05
literatura brasileira,0.0,0.0001826867468013,-0.0001826867468013
literatura infantil,0.0,8.829034050308472e-05,-8.829034050308472e-05
literatura tambem,0.0,0.000165746651032,-0.000165746651032
litoral baiano,3.561760331050961e-05,5.902517406168898e-05,-2.340757075117937e-05
litoral norte,0.0001665597449469,0.0002317971960097,-6.523745106278524e-05
litoral paulista,0.0001547272184693,0.0005580814044143,-0.0004033541859449
litoral rio,0.0,0.0001341541195035,-0.0001341541195035
litoral sao,2.4017599314214183e-05,0.0008526191768958,-0.0008286015775816
litoral sp,4.7094913824912415e-05,3.606200757722827e-05,1.1032906247684149e-05
litoral sul,6.754107091025656e-05,0.0001463312550289,-7.879018411871982e-05
litros agua,0.0001642130332627,0.0,0.0001642130332627
livra eventual,4.2286291293923113e-05,0.0,4.2286291293923113e-05
livra lo,0.0001169067350912,0.0,0.0001169067350912
livrar cadeia,0.0001001287281268,0.0,0.0001001287281268
livrar cara,5.039687943894193e-05,3.572425780631605e-05,1.467262163262588e-05
livrar justica,4.016727158321157e-05,5.038765428453555e-05,-1.0220382701323989e-05
livrar lula,7.889529746503017e-05,0.0,7.889529746503017e-05
livrar presidente,0.0,6.72677052320758e-05,-6.72677052320758e-05
livrar temer,9.534521679441124e-05,0.0,9.534521679441124e-05
livre acesso,3.781469148055061e-05,4.933632416511285e-05,-1.152163268456224e-05
livre amarras,2.9792568495129507e-05,2.903178753271116e-05,7.607809624183502e-07
livre brasil,0.0001314439152902,0.0,0.0001314439152902
livre comercio,0.0,0.0001463068431356,-0.0001463068431356
livre contar,3.786933830697543e-05,0.0,3.786933830697543e-05
livre direito,9.842719880185014e-05,0.0,9.842719880185014e-05
livre espontanea,0.0001655576895236,4.006136388113628e-05,0.0001254963256425
livre expressao,0.000113095765424,3.6220801514339005e-05,7.687496390971527e-05
livre mbl,5.8627603024119374e-05,0.0001264617793684,-6.78341763443746e-05
livre mpl,9.164664873948892e-05,0.0,9.164664873948892e-05
livre todo,0.0001275672330265,0.0,0.0001275672330265
livre tv,0.0001555715170058,3.721015911110215e-05,0.0001183613578947
livres nao,0.0,4.404855166844649e-05,-4.404855166844649e-05
livres profundo,0.0,6.916857375959661e-05,-6.916857375959661e-05
livro conta,0.0,0.0001018802934773,-0.0001018802934773
livro herois,0.0001136396424291,0.0,0.0001136396424291
livro homonimo,3.9980792330899655e-05,8.793652692576754e-05,-4.795573459486788e-05
livro lancado,0.0,0.0002604348640938,-0.0002604348640938
livro luta,0.0,8.045435106145498e-05,-8.045435106145498e-05
livro nao,4.353881867532101e-05,9.173298888041476e-05,-4.819417020509374e-05
livro publicado,0.0,0.0001091075488911,-0.0001091075488911
livro regras,0.0,0.0001204013689437,-0.0001204013689437
livro sera,0.0,0.0001032105730255,-0.0001032105730255
livro sobre,0.0,0.0001088954079612,-0.0001088954079612
livro the,0.0001241758987189,9.70043844872318e-05,2.717151423172389e-05
livro traz,0.0,0.0001235200413317,-0.0001235200413317
livro vida,8.633748756570693e-05,0.0,8.633748756570693e-05
livros artigos,8.74246623829833e-05,0.0,8.74246623829833e-05
livros criptografados,0.0,8.112055299693815e-05,-8.112055299693815e-05
livros escritos,3.1422184967637335e-05,6.85842158381854e-05,-3.716203087054806e-05
livros historia,0.0001461291799204,0.0,0.0001461291799204
livros sobre,0.0001483092075507,3.335132710055119e-05,0.0001149578804501
livrou lider,0.0001310879426945,0.0,0.0001310879426945
livrou temer,0.0,6.969432516620246e-05,-6.969432516620246e-05
lixao estrutural,0.0,0.0001974021011344,-0.0001974021011344
lixo assista,9.797539634720786e-05,0.0,9.797539634720786e-05
lixo humano,7.225622334997657e-05,0.0,7.225622334997657e-05
lixo tudo,0.0001071893416015,0.0,0.0001071893416015
lo acordo,5.3228729304137154e-05,0.0,5.3228729304137154e-05
lo ainda,4.624066114538331e-05,0.000105491086847,-5.925042570164499e-05
lo arcar,4.657269857294572e-05,0.0,4.657269857294572e-05
lo ate,6.851569164504105e-05,0.0002026627910442,-0.0001341470993992
lo cadeia,0.0001466004124601,0.0,0.0001466004124601
lo candidato,0.0001125177546368,4.309650541746703e-05,6.942124921933595e-05
lo comando,2.237585249914634e-05,6.971199355665576e-05,-4.733614105750942e-05
lo condena,0.0,4.404855166844649e-05,-4.404855166844649e-05
lo conta,0.0,0.0001477683408811,-0.0001477683408811
lo curitiba,0.0001128083849111,0.0,0.0001128083849111
lo deputado,8.663631493429878e-05,0.0,8.663631493429878e-05
lo diz,0.0,8.301145387316512e-05,-8.301145387316512e-05
lo durante,0.0001155397111741,0.0,0.0001155397111741
lo entao,2.7067897724310396e-05,0.0,2.7067897724310396e-05
lo g1,0.0,7.348643695514243e-05,-7.348643695514243e-05
lo garras,9.286548166533736e-05,0.0,9.286548166533736e-05
lo hospital,3.545923567467664e-05,8.225361269942004e-05,-4.67943770247434e-05
lo inelegivel,0.0,7.090279949888866e-05,-7.090279949888866e-05
lo ja,5.888729866146885e-05,4.833921971213877e-05,1.054807894933008e-05
lo ministro,2.705790228419968e-05,2.844532227274292e-05,-1.38741998854324e-06
lo muitas,3.5613382969078e-05,3.325784051420238e-05,2.3555424548756218e-06
